"Media ID","Title","Sort title","Studio","Content Rating","Year","Rating","Summary","Genres","View Count","Last Viewed at","Tagline","Release Date","Writers","Country","Duration","Directors","Roles","IMDB Id","Labels","Locked Fields","Extras","Collections","Original Title","Added","Updated","Audio Languages","Audio Title","Subtitle Languages","Subtitle Title","Subtitle Codec","Video Resolution","Bitrate","Width","Height","Aspect Ratio","Audio Channels","Audio Codec","Video Codec","Container","Video FrameRate"
"11851","Shoot 'Em Up","N/A","New Line Cinema","R","2007","6.1","A man named Mr. Smith delivers a woman's
baby during a shootout, and is then
called upon to protect the newborn from
the army of gunmen.","Action - Thriller - Comedy - Crime","N/A","N/A","Just another family man making a living.","2007-07-26","Michael Davis","USA","1:26:32","Michael Davis","Clive Owen - Monica Bellucci - Paul
Giamatti - Stephen McHattie - Greg Bryk
- Daniel Pilon - Sidney Mende-Gibson -
Lucas Mende-Gibson - Kaylyn Yellowlees -
Ramona Pringle - Julian Richings - Tony
Munch - Scott McCord","tt0465602","","","1","","N/A","10/20/2015","02/26/2016","eng","DTS 5.1 @1536","eng","N/A","srt","720","10728","1280","544","2.35","6","dca","h264","mkv","24p"
"460","Shooter","N/A","Paramount Pictures","R","2007","6.8","A marksman living in exile is coaxed
back into action after learning of a
plot to kill the president. Ultimately
double-crossed and framed for the
attempt, he goes on the run to track the
real killer and find out who exactly set
him up, and why.","Action - Crime - Drama - Mystery -
Thriller","N/A","N/A","Yesterday was about honor. Today is
about justice.","2007-03-22","Jonathan Lemkin","USA","2:05:43","Antoine Fuqua","Mark Wahlberg - Michael Peña - Adam S.
Gottbetter - Danny Glover - Kate Mara -
Elias Koteas - Rhona Mitra - Jonathan
Walker - Louis Ferreira - Tate Donovan -
Rade Šerbedžija - Alan C. Peterson - Ned
Beatty - Lane Garrison - Zak Santiago -
Michael-Ann Connor - Roberto Lombardi","tt0822854","","","0","","N/A","05/23/2015","05/23/2015","eng - eng","AC3 5.1 @ 640 Kbps - Commentary AAC 2.0
@ (Q=0.3)","eng - hun","N/A - N/A","srt - srt","720","7847","1280","534","2.35","6","ac3","h264","mkv","24p"
"11026","Short Circuit","N/A","PSO International","PG","1986","6.1","After a lightning bolt zaps a robot
named Number 5, the lovable machine
starts to think he's human and escapes
the lab. Hot on his trail is his
designer, Newton, who hopes to get to
Number 5 before the military does. In
the meantime, a spunky animal lover
mistakes the robot for an alien and
takes him in, teaching her new guest
about life on Earth.","Comedy - Family - Science Fiction","N/A","N/A","Something wonderful has happened... No.
5 is alive!","1986-05-09","","USA","1:38:34","John Badham","Ally Sheedy - Steve Guttenberg - Fisher
Stevens - Austin Pendleton - G. W.
Bailey - Brian McNamara - Tim Blaney -
Marvin J. McIntyre - John Garber - Penny
Santon","tt0091949","","","1","","N/A","10/17/2015","02/26/2016","eng - eng","Main Audio - Commentary by (director)
John Badham and (writers) S.S. Wilson
and Brent Maddock","eng - spa","N/A - N/A","srt - srt","480","3651","854","354","2.35","6","ac3","h264","mkv","24p"
"11193","Showgirls","N/A","United Artists","NC-17","1995","5.0","A young drifter named Nomi arrives in
Las Vegas to become a dancer and soon
sets about clawing and pushing her way
to become a top showgirl.","Drama","N/A","N/A","Beyond your wildest dreams. Beyond your
wildest fantasies.","1995-09-22","Joe Eszterhas","France - USA","2:11:21","Paul Verhoeven","Elizabeth Berkley - Kyle MacLachlan -
Gina Gershon - Glenn Plummer - Bobbie
Phillips - Rena Riffel - Robert Davi -
Alan Rachins - Gina Ravera - Lin Tucci -
Greg Travis - Al Ruscio - Patrick
Bristow - William Shockley - Dewey Weber
- Michelle Johnston - Lisa Boyle","tt0114436","","","1","","N/A","10/18/2015","02/26/2016","eng - eng","Main - Commentary by David Schmader","eng","N/A","srt","576","3897","1024","426","2.35","6","ac3","h264","mkv","24p"
"644","Shrek","N/A","DreamWorks SKG","PG","2001","7.0","It ain't easy bein' green -- especially
if you're a likable (albeit smelly) ogre
named Shrek. On a mission to retrieve a
gorgeous princess from the clutches of a
fire-breathing dragon, Shrek teams up
with an unlikely compatriot -- a
wisecracking donkey.","Animation","N/A","N/A","The greatest fairy tale never told.","2001-05-16","Ted Elliott - Roger S. H. Schulman -
Terry Rossio - Joe Stillman - Conrad
Vernon - Cody Cameron - Chris Miller","USA","1:30:08","Andrew Adamson - Vicky Jenson","Mike Myers - Eddie Murphy - Cameron Diaz
- John Lithgow - Vincent Cassel - Peter
Dennis - Clive Pearse - Jim Cummings -
Bobby Block - Chris Miller - Cody
Cameron - Kathleen Freeman - Conrad
Vernon","tt0126029","","","3","","N/A","09/07/2015","02/26/2016","eng","N/A","eng - hrv - dut - fre - hun - rum - spa
- swe","N/A - N/A - N/A - N/A - N/A - N/A - N/A
- N/A","srt - srt - srt - srt - srt - srt - srt
- srt","720","6131","1280","720","1.78","6","ac3","h264","mkv","24p"
"643","Shrek 2","N/A","DreamWorks SKG","PG","2004","6.4","Shrek, Fiona and Donkey set off to Far,
Far Away to meet Fiona's mother and
father. But not everyone is happy. Shrek
and the King find it hard to get along,
and there's tension in the marriage. The
fairy godmother discovers that Shrek has
married Fiona instead of her Son Prince
Charming and sets about destroying their
marriage.","Animation","N/A","N/A","Once upon another time...","2004-05-18","Andrew Adamson - Joe Stillman - J. David
Stem - David N. Weiss","USA","1:32:23","Andrew Adamson - Kelly Asbury - Conrad
Vernon","Mike Myers - Eddie Murphy - Cameron Diaz
- Julie Andrews - Antonio Banderas -
John Cleese - Rupert Everett - Jennifer
Saunders - Cody Cameron - Conrad Vernon
- Christopher Knights","tt0298148","","","1","","N/A","09/07/2015","02/26/2016","eng","N/A","eng - hrv - dut - fre - rum - spa - swe","N/A - N/A - N/A - N/A - N/A - N/A - N/A","srt - srt - srt - srt - srt - srt - srt","720","7440","1280","720","1.78","6","ac3","h264","mkv","24p"
"654","Shrek Forever After","N/A","DreamWorks Animation","PG","2010","5.9","A bored and domesticated Shrek pacts
with deal-maker Rumpelstiltskin to get
back to feeling like a real ogre again,
but when he's duped and sent to a
twisted version of Far Far Away—where
Rumpelstiltskin is king, ogres are
hunted, and he and Fiona have never
met—he sets out to restore his world and
reclaim his true love.","Comedy - Adventure - Fantasy - Animation
- Family","N/A","N/A","It ain't Ogre... Til it's Ogre","2010-05-16","William Steig - Josh Klausner - Darren
Lemke","USA","1:33:10","Mike Mitchell","Mike Myers - Eddie Murphy - Cameron Diaz
- Antonio Banderas - Julie Andrews - Jon
Hamm - John Cleese - Craig Robinson -
Walt Dohrn - Jane Lynch - Lake Bell -
Kathy Griffin - Mary Kay Place - Kristen
Schaal - Meredith Vieira","tt0892791","","","3","","N/A","09/07/2015","09/07/2015","eng","English AC3","eng","English","srt","720","4057","1280","544","2.35","6","ac3","h264","mkv","24p"
"645","Shrek the Halls","N/A","DreamWorks Animation","PG","2007","5.5","The Christmas tree isn't the only thing
green in this new holiday classic. Shrek
is back and trying to get into the
spirit of the season. After promising
Fiona and the kids a Christmas they'll
remember, he is forced to take a crash
course in the holiday. But just when he
thinks he has everything for their quiet
family Christmas just right, there is a
knock at the door.","Adventure - Animation - Comedy - Fantasy
- Family","N/A","N/A","N/A","2007-11-28","Gary Trousdale - Sean Bishop - Theresa
Cullen - Bill Riling","USA","0:28:01","Gary Trousdale","Mike Myers - Eddie Murphy - Cameron Diaz
- Antonio Banderas - Cody Cameron -
Susan Fitzer - Christopher Knights -
Gary Trousdale - Conrad Vernon - Aron
Warner - Marissa Jaret Winokur - Miles
Christopher Bakshi - Nina Zoe Bakshi -
Dante James Hauser","tt0897387","","","0","","N/A","09/07/2015","02/26/2016","eng","N/A","eng - fre - spa - eng - eng","N/A - N/A - N/A - N/A - N/A","vobsub - vobsub - vobsub - srt - srt","480","1610","720","478","1.78","6","ac3","h264","mkv","24p"
"651","Shrek the Third","N/A","DreamWorks Animation","PG","2007","5.8","Shrek and Co, return for more
adventures. The King of Far Far Away has
died and Shrek and Fiona are to become
King &amp; Queen. Shrek however wants to
return to his cosy swamp and live in
peace and quiet. So when he finds out
their is another heir to the throne,
they set of to bring him back to rule
the kingdom. Meanwhile, Prince Charming
enlists the fairy tale baddies to steal
the throne away.","Fantasy - Adventure - Animation - Comedy
- Family","N/A","N/A","Who's ready for Thirds?","2007-05-17","Jeffrey Price - Peter S. Seaman - Jon
Zack","USA","1:32:42","Chris Miller - Raman Hui","Mike Myers - Eddie Murphy - Cameron Diaz
- Julie Andrews - Antonio Banderas -
John Cleese - Rupert Everett - Eric Idle
- Amy Sedaris - Justin Timberlake","tt0413267","","","1","","N/A","09/07/2015","09/21/2015","eng - N/A","DTS 5.1 - N/A","eng - bul - chi - cze - dan - dut - fin
- fre - ger - gre - ita - nor - pol -
por - rum - spa - swe - tur","N/A - N/A - N/A - N/A - N/A - N/A - N/A
- N/A - N/A - N/A - N/A - N/A - N/A - BR
- N/A - N/A - N/A - N/A","srt - srt - srt - srt - srt - srt - srt
- srt - srt - srt - srt - srt - srt -
srt - srt - srt - srt - srt","720 - sd","6746 - 1056","1280 - 616","720 - 336","1.78 - 1.85","6 - 2","dca - ac3","h264 - mpeg4","mkv - avi","24p - 24p"
"15398","Sicario","N/A","Thunder Road Pictures","R","2015","7.1","A young female FBI agent joins a secret
CIA operation to take down a Mexican
cartel boss, a job that ends up pushing
her ethical and moral values to the
limit.","Thriller - Mystery - Crime - Drama -
Action","1","01/22/2016","The deeper you go, the darker it gets.","2015-09-14","Taylor Sheridan","USA","2:01:20","Denis Villeneuve","Emily Blunt - Benicio del Toro - Josh
Brolin - Victor Garber - Jon Bernthal -
Daniel Kaluuya - Jeffrey Donovan - Raoul
Trujillo - Julio Cedillo - Hank Rogerson
- Bernardo P. Saracino - Maximiliano
Hernández - Kevin Wiggins - Edgar
Arreola - Kim Larrichio - Jesus Nevarez-
Castillo - Dylan Kenin - Sarah Minnich -
Matthew Page - Lora Martinez-Cunningham
- Kaelee Vigil","tt3397884","","","13","","N/A","01/22/2016","02/26/2016","eng","N/A","eng - eng - eng - hrv - dan - dut - fre
- spa - swe","Forced - N/A - SDH - N/A - N/A - N/A -
N/A - N/A - N/A","srt - srt - srt - srt - srt - srt - srt
- srt - srt","720","6951","1280","534","2.35","6","ac3","h264","mkv","24p"
"2034","Sicko","N/A","The Weinstein Company","PG-13","2007","6.8","Sicko is a Michael Moore documentary
about the corrupt health care system in
The United States who's main goal is to
make profit even if it means losing
peoples lives. ""The more people you deny
health insurance the more money we make""
is the business model for health care
providers in America.","Documentary","N/A","N/A","This might hurt a little.","2007-05-18","Michael Moore","USA","2:03:12","Michael Moore","Michael Moore - George W. Bush - Bill
Clinton - Hillary Rodham Clinton - Billy
Crystal","tt0386032","","","1","","N/A","09/20/2015","09/23/2015","N/A","N/A","","","","sd","796","572","312","1.85","2","mp3","mpeg4","avi","24p"
"11027","Silkwood","N/A","ABC Pictures","R","1983","6.8","The story of Karen Silkwood, a
metallurgy worker at a plutonium
processing plant who was purposefully
contaminated, psychologically tortured
and possibly murdered to prevent her
from exposing blatant worker safety
violations at the plant.","Drama - Thriller","N/A","N/A","On November 13, 1974, Karen Silkwood, an
employee of a nuclear facility, left to
meet with a reporter from the New York
Times. She never got there.","1983-12-14","Nora Ephron - Alice Arlen","USA","2:10:59","Mike Nichols","Meryl Streep - Kurt Russell - Cher -
Craig T. Nelson - Fred Ward - Diana
Scarwid - Ron Silver - Charles Hallahan
- Josef Sommer - Sudie Bond - Henderson
Forsythe - E. Katherine Kerr - Bruce
McGill - David Strathairn - J.C. Quinn -
Kent Broadhurst - Richard Hamilton - Les
Lannom - M. Emmet Walsh - Graham Jarvis
- James Rebhorn - Ray Baker","tt0086312","","","0","","N/A","10/17/2015","02/26/2016","eng","N/A","eng - fre - spa","N/A - N/A - N/A","vobsub - vobsub - vobsub","sd","1300","716","348","1.85","2","ac3","h264","mkv","24p"
"404","Simon Birch","N/A","Caravan Pictures","PG","1998","6.6","Simon Birch tells the story of Joe and
Simon's heart-warming journey of
friendship. Simon Birch was born with a
condition that makes him much smaller
than all the other kids in town. Now,
due to his condition, Simon thinks God
made him this way for a reason and
highly believes in God. Together, Joe
and Simon go on a journey of trust and
friendship to find the answers to many
things. Their friendship is put to the
test when some unfortunate events
happen.","Comedy - Drama - Family","N/A","N/A","Destiny has big plans for little Simon
Birch.","1998-09-11","Mark Steven Johnson","USA","1:54:00","Mark Steven Johnson","Jim Carrey - Ashley Judd - Ian Michael
Smith - Joseph Mazzello - Oliver Platt","tt0124879","","","0","","N/A","05/23/2015","02/26/2016","eng","AC3 5.1 @ 384 kbps","eng","N/A","srt","720","4480","1280","688","1.85","6","ac3","h264","mkv","24p"
"17971","Six Degrees of Separation","N/A","Metro-Goldwyn-Mayer (MGM)","N/A","1993","5.9","The story of a young, gay black con
artist who, posing as the son of Sidney
Poitier, cunningly maneuvers his way
into the lives of a white, upper-class
New York family.","Mystery - Drama - Comedy","N/A","N/A","For Paul, every person is a new door to
a new world.","1993-12-08","John Guare","USA","1:51:53","Fred Schepisi","Will Smith - Donald Sutherland -
Stockard Channing - Ian McKellen - Mary
Beth Hurt - Anthony Michael Hall -
Heather Graham - Anthony Rapp - J.J.
Abrams - Kelly Bishop - Eric Thal -
Bruce Davison - Richard Masur - John
Cunningham - Daniel von Bargen - Kitty
Carlisle","tt0108149","","","1","","N/A","01/30/2016","01/30/2016","eng","N/A","gre - eng","N/A - N/A","srt - srt","sd","2517","716","362","2.35","6","ac3","h264","mkv","24p"
"2458","The Sixth Sense","Sixth Sense","Spyglass Entertainment","PG-13","1999","7.3","A psychological thriller about an eight
year old boy named Cole Sear who
believes he can see into the world of
the dead. A child psychologist named
Malcolm Crowe comes to Cole to help him
deal with his problem, learning that he
really can see ghosts of dead people.","Mystery - Thriller - Drama","N/A","N/A","Not every gift is a blessing.","1999-08-02","M. Night Shyamalan","USA","1:47:20","M. Night Shyamalan","Bruce Willis - Haley Joel Osment - Toni
Collette - Olivia Williams - Mischa
Barton - Donnie Wahlberg - Trevor Morgan
- Greg Wood - Jeffrey Zubernis - Glenn
Fitzgerald - Bruce Norris - Peter
Anthony Tambakis - Angelica Page - Lisa
Summerour - Samia Shoaib - Janis
Dardaris - Sarah Ripard - KaDee
Strickland - Kate Kearney-Patch - M.
Night Shyamalan - Nico Woulard - Keith
Woulard - Patrick McDade - Jose L.
Rodriguez - Gina Allegro - Bob Bowersox
- Sean Oliver","tt0167404","","","0","","N/A","09/20/2015","09/23/2015","N/A","N/A","","","","sd","913","704","400","1.78","2","mp3","mpeg4","avi","24p"
"2031","Sky High","N/A","Walt Disney Pictures","PG","2005","5.7","Set in a world where superheroes are
commonly known and accepted, young Will
Stronghold, the son of the Commander and
Jetstream, tries to find a balance
between being a normal teenager and an
extraordinary being.","Adventure - Comedy - Family","N/A","N/A","Saving The World... One Homework
Assignment At A Time.","2005-07-29","Bob Schooley - Mark McCorkle - Paul
Hernandez","USA","1:39:29","Mike Mitchell","Michael Angarano - Kurt Russell - Kelly
Preston - Danielle Panabaker - Kevin
Heffernan - Dee Jay Daniels - Kelly Vitz
- Mary Elizabeth Winstead - Lynda Carter
- Bruce Campbell - Steven Strait -
Cloris Leachman - Jim Rash - Dave Foley
- Kevin McDonald - Tom Kenny - Patrick
Warburton","tt0405325","","","0","","N/A","09/20/2015","09/23/2015","N/A","N/A","","","","sd","985","656","272","2.35","2","mp3","mpeg4","avi","24p"
"2028","Skyfall","N/A","Metro-Goldwyn-Mayer","PG-13","2012","9.2","","Crime Fiction - Action Film - Thriller -
Adventure Film - Spy film","N/A","N/A","N/A","2012-10-23","John Logan - Neal Purvis - Robert Wade","USA","1:08:24","Sam Mendes","Lee Nicholas Harris - Naomie Harris -
Bill Buckhurst - Kenneth Hazeldine -
Yennis Cheung - Burt Caesar - Hannah
Stokely - Paul Venables - Luke Howard -
Crispin Letts - Mihai Arsene - Harry
Kershaw - Chooye Bay - Chris Cowlin -
Joe Cameron Brown - Michael Pink - David
Gillies - Amber Elizabeth - Martin Poole
- Liang Yang - Wolf Blitzer - Duncan
Meadows - Greg Bennett - Enoch Frost -
Dominique Anne Jones - Eric Michels -
Luke Howard - Sid Man - Roger Yuan -
Selva Rasalingam - Kammy Darweish -
Nicholas Woodeson - Angela Tran - Huw
Edwards - Duncan Casey - Jarah Mariano -
Jim Conway - Helen McCrory - David Frost
- Glenn Webster - Tank Dong - Stuart
Mulcaster - Adebayo Bolaji - James Li -
Jake Francis - Jens Hultén - Dave Wong -
Ross Waiton - Anthony O'Donnell - Neil
Alexander Smith - Ben Loyd-Holmes - Mayo
Oliver - Ralph Fiennes - Shane Nolan -
Oliver Johnstone - Ian Bonar - Khan
Bonfils - Gordon Milne - Santi Scinelli
- Kris Dillon - Bérénice Marlohe - Neve
Gachev - Benjayx Murphy - Shaun Lucas -
Jake Fairbrother - Alan Low - Elize du
Toit - Carol Cummings - Nicholas Goh -
Senem Temiz - Katherine Elizabeth McLean
- Amir Boutrous - Eddie Ruben - John
Hodgkinson - Tonia Sotiropoulou - Darren
Lynch - Elia Lo Tauro - Daniel
Adegboyega - Joss Skottowe - Dion
Williams - Ola Rapace - Kurt Egyiawan -
Michael G. Wilson - Joanna Jeffrees -
James Adkin - Beatrice Curnew - Judi
Dench - Albert Finney - Wayne Anthony
Gordon - Simon DeSilva - Milorad Kapor -
Tom Wu - Peter Basham - Orion Lee -
Daniel Craig - Rory Kinnear - Javier
Bardem - Ben Whishaw - Benjayx Murphy -
Gregg Wilson - Daniel Harland - Yusei -
Russell Balogh - Christopher Sciueref -
Craig Izzard","tt1074638","","","30","","N/A","09/20/2015","09/21/2015","N/A - N/A","N/A - N/A","","","","sd - sd","1428 - 1300","640 - 640","272 - 272","2.35 - 2.35","6 - 6","ac3 - ac3","mpeg4 - mpeg4","avi - avi","24p - 24p"
"2446","Skyline","N/A","Rogue Pictures","PG-13","2010","4.6","When strange lights descend on the city
of Los Angeles, people are drawn outside
like moths to a flame where an
extraterrestrial force threatens to
swallow the entire human population off
the face of the Earth. Now the band of
survivors must fight for their lives as
the world unravels around them.","Science Fiction","N/A","N/A","Don't look up","2010-11-12","Joshua Cordes - Liam O'Donnell","USA","1:28:44","Colin Strause - Greg Strause","Eric Balfour - Scottie Thompson - David
Zayas - Donald Faison - Brittany Daniel
- Crystal Reed - Neil Hopkins - J. Paul
Boehmer - Tanya Newbould - Pam Levin -
Phet Mahathongdy - Tony Black","tt1564585","","","1","","N/A","09/20/2015","09/23/2015","N/A","N/A","","","","sd","1105","624","352","1.78","2","mp3","mpeg4","avi","PAL"
"2037","Sleuth","N/A","Palomar Pictures","PG","1972","7.0","The mystery stage play by Anthony
Shaffer was adapted by the author into
this stylish film from director Joseph
L. Manciewicz. Laurence Olivier stars as
Andrew Wyke, a best-selling author of
detective fiction living in a grand 16th
century mansion. Andrew is visited by
Milo Tindle (Michael Caine), owner of a
hair salon chain, and reveals to his
guest that he's aware of Milo's affair
with his wife Marguerite. Rather than
being vengeful, however, Andrew
professes he's glad to be rid of his
troublesome spouse. To avoid paying
heavy alimony, Andrew suggests that Milo
disguise himself as a clown and steal
his wife's expensive jewelry. That way
Marguerite and Milo can obtain financial
security while Andrew claims the loss on
his insurance and all walk away rich.
Andrew's plan is a devious one, however,
designed to toy with his wife's lover,
and a series of deceptions and counter-
deceptions are launched in which nothing
is as it seems.","Thriller - Mystery","N/A","N/A","If it was murder, where's the body?","1972-12-10","Anthony Shaffer","United Kingdom","2:18:15","Joseph L. Mankiewicz","Laurence Olivier - Michael Caine - Alec
Cawthorne - John Matthews - Eve Channing
- Teddy Martin","tt0069281","","","0","","N/A","09/20/2015","09/23/2015","N/A","N/A","","","","sd","711","544","288","1.85","2","mp3","mpeg4","avi","24p"
"17142","Snatch","N/A","Columbia Pictures Corporation","R","2000","7.5","The second film from British director
Guy Ritchie. Snatch tells an obscure
story similar to his first fast-paced
crazy character-colliding filled film
“Lock, Stock &amp; Two Smoking Barrels.”
There are two overlapping stories here –
one is the search for a stolen diamond,
and the other about a boxing promoter
who’s having trouble with a psychotic
gangster.","Thriller - Crime","1","02/11/2016","Stealin' Stones and Breakin' Bones.","2000-12-06","Guy Ritchie","United Kingdom - USA","1:42:46","Guy Ritchie","Jason Statham - Brad Pitt - Stephen
Graham - Vinnie Jones - Alan Ford -
Dennis Farina - Rade Serbedzija - Robbie
Gee - Lennie James - Benicio del Toro -
Mike Reid - Jason Flemyng - Andy
Beckwith - William Beck - Ewen Bremner -
Guy Ritchie - Adam Fogerty - Ade","tt0208092","","","5","","N/A","01/29/2016","01/29/2016","eng","N/A","eng - eng","N/A - N/A","srt - srt","1080","11068","1920","1040","1.85","6","dca","h264","mkv","24p"
"2050","Snow White and the Huntsman","N/A","Universal Pictures","PG-13","2012","5.6","After the Evil Queen marries the King,
she performs a violent coup in which the
King is murdered and his daughter, Snow
White, is taken captive. Almost a decade
later, a grown Snow White is still in
the clutches of the Queen. In order to
obtain immortality, The Evil Queen needs
the heart of Snow White. After Snow
escapes the castle, the Queen sends the
Huntsman to find her in the Dark Forest.","Adventure - Fantasy - Drama","N/A","N/A","The Fairytale is Over","2012-06-01","Evan Daugherty - John Lee Hancock","USA","2:11:33","Rupert Sanders","Kristen Stewart - Charlize Theron -
Chris Hemsworth - Sam Claflin - Ian
McShane - Ray Winstone - Nick Frost -
Toby Jones - Eddie Marsan - Bob Hoskins
- Sam Spruell - Johnny Harris - Brian
Gleeson - Vincent Regan - Noah Huntley -
Liberty Ross - Christopher Obi - Lily
Cole - Rachael Stirling - Hattie Gotobed
- Raffey Cassidy - Xavier Atkins - Izzy
Meikle-Small - Anastasia Hille - Elliot
Reeve - Mark Wingett - Jamie Blackley -
Dave Legeno - Greg Hicks - Peter
Ferdinando - Andrew Hawley - Joey Ansah
- Gregor Truter - Tom Mullion - Darren
Kent","tt1735898","","","32","","N/A","09/20/2015","09/23/2015","N/A","snow white","","","","sd","1353","640","272","2.35","6","ac3","mpeg4","avi","24p"
"2045","Snowblind","N/A","MangoFilm","PG-13","2010","N/A","A lone gunman gets a last-minute pardon
from death row, with the mission to
deliver a woman of mysterious powers to
an evil Governor. Against the backdrop
of a frozen, inhospitable earth,
Snowblind fires up the classical love
triangle with smoking barrels and a ton
of red-hot bullets.","Western","N/A","N/A","Stay Frosty!","2010-11-11","Kalle Max Hofmann","Germany","1:32:43","Kilian Manning","Robert Lyons - Mala Ghedia - Erik Hansen
- Jana Pallaske - Dharmander Singh -
Albee Lesotho - Wim Wenders - Angus
McGruther - Christian Serritiello -
Ricky Watson - Mathias Jürgens - Stephen
Patrick Hanna - Indira Weiß - Elisa Duca
- Nadine Petry - Takeesha Roland -
Stefan Puntigam","tt1578709","","","0","","N/A","09/20/2015","09/23/2015","N/A","N/A","","","","sd","1056","640","320","1.85","2","mp3","mpeg4","avi","PAL"
"2039","Snowpiercer","N/A","CJ Entertainment","R","2014","6.6","In a future where a failed global-
warming experiment kills off most life
on the planet, a class system evolves
aboard the Snowpiercer, a train that
travels around the globe via a
perpetual-motion engine.","Action - Science Fiction - Drama","N/A","N/A","AD 2031, the passengers in the train are
the only survivors on Earth.","2014-06-27","Bong Joon-ho  - Kelly Masterson","France - South Korea - Czech Republic -
USA","2:06:12","Bong Joon-ho","Chris Evans - Song Kang-ho - Ed Harris -
John Hurt - Tilda Swinton - Jamie Bell -
Octavia Spencer - Ewen Bremner - Ko Ah-
Sung - Alison Pill - Luke Pasqualino -
Vlad Ivanov - Adnan Haskovic - Emma
Levie - Steve Park - Clark Middleton -
Marcanthonee Reis - Paul Lazar - Tómas
Lemarquis - Kenny Doughty - Robert
Russell - Magdaléna Weigertová - Jim
High - Peter Hallin - Haruna Honcoopova
- Ana Braun - Griffin Seymour - Tyler
Williams - Luna Sophia Bar-Cohen - Sean
Renwick - Karel Veselý - Park Sungtaek -
Brian Foley - Kendrick Ong - Seisuke
Tsukahara - Tomáš Diankiška - Miroslav
Navrátil - Huh Chan - Lucie Burianová -
Dana Green - Jonny Loquasto - Parry Shen
- Joseph Bertot - Eunkyung Song - Dana
Green","tt1706620","","","3","","N/A","09/20/2015","09/23/2015","eng","N/A","","","","1080","2206","1920","1040","1.85","2","aac","h264","mp4","24p"
"11055","Solarbabies","N/A","Brooksfilms","PG-13","1986","N/A","In a future in which most water has
disappeared from the Earth, we find a
group of children, mostly teenagers, who
are living at an orphanage, run by the
despotic rulers of the new Earth. The
group in question plays a hockey based
game on roller skates and is quite good.
It has given them a unity that
transcends the attempts to bring them to
heel by the government. Finding an orb
of special power, they find it has
unusual effects on them. They escape
from the orphanage (on skates) and try
to cross the wasteland looking for a
place they can live free as the storm-
troopers search for them and the orb.","Science Fiction","N/A","N/A","Who will rule the future?","1986-11-26","","USA","1:34:21","Alan Johnson","Richard Jordan - Jami Gertz - Jason
Patric - Lukas Haas - James Le Gros -
Claude Brooks - Peter DeLuise - Peter
Kowanko - Adrian Pasdar - Sarah Douglas
- Charles Durning - Frank Converse -
Terrence Mann - Alexei Sayle - Bruce
Payne","tt0091981","","","1","","N/A","10/17/2015","10/17/2015","N/A","N/A","eng","N/A","idx","sd","1634","720","308","2.35","2","aac","h264","mkv","24p"
"2047","Solaris","N/A","Twentieth Century Fox Film Corporation","PG-13","2002","6.3","Upon arrival at the space station
orbiting an ocean world called Solaris a
psychologist discovers that the
commander of an expedition to the planet
has died mysteriously. Other strange
events soon start happening as well,
such as the appearance of old
acquaintances of the crew, including
some who are dead.","Drama - Science Fiction - Mystery -
Romance","N/A","N/A","How far will you go for a second chance?","2002-11-27","Steven Soderbergh","USA","1:38:34","Steven Soderbergh","George Clooney - Natascha McElhone -
Viola Davis - Jeremy Davies - Ulrich
Tukur - Michael Ensign - John Cho -
Morgan Rusler - Shane Skelton - Donna
Kimball - Elpidia Carrillo - Kent
Faulcon - Lauren Cohn","tt0307479","","","1","","N/A","09/20/2015","02/26/2016","eng - eng - eng","English (5.1) - N/A - Commentary by
Steven Soderbergh and James Cameron","eng - eng","N/A - Commentary by Steven Soderbergh
and James Cameron","vobsub - vobsub","sd - 480","993 - 2480","720 - 716","304 - 432","2.35 - 2.35","6 - 6","aac - ac3","h264 - h264","mkv - mkv","24p - PAL"
"2035","Solomon Kane","N/A","Davis-Films","R","2009","5.7","A nomadic 16th century warrior,
condemned to hell for his brutal past,
seeks redemption by renouncing violence,
but finds some things are worth burning
for as he fights to free a young Puritan
woman from the grip of evil.","Adventure - Fantasy - Action - Science
Fiction","N/A","N/A","Fight evil... With evil.","2009-09-24","Michael J. Bassett","France - Czech Republic - United Kingdom","1:38:20","Michael J. Bassett","James Purefoy - Pete Postlethwaite -
Alice Krige - Mackenzie Crook - Max von
Sydow - Jason Flemyng - Rachel Hurd-Wood
- Patrick Hurd-Wood - Anthony Wilks -
Isabel Bassett - Mark O'Neal - Robert
Orr - Richard Ryan - Frantisek Deak -
Christian Dunckley Clark - Ian Whyte -
Thomas McEnchroe - Andrew Whitlaw -
Robert Russell - James Babson - Marek
Vašut - Geoff Bell - Lucas Stone - Rory
McCann","tt0970452","","","1","","N/A","09/20/2015","09/23/2015","eng","Solomon.Kane.2009.BRRiP.720p.x264~PlutO~","eng","Solomon.Kane.2009.BRRiP.720p.x264~PlutO~","srt","720","745","1280","528","2.35","2","aac","h264","mkv","24p"
